"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"na3_02",11,8.43478260869565,7.91503926286535,6.51390384942057,638,0.0797898399861298,0.638,999
"na4_02",11,5.27777777777778,7.97797797797798,4.01024313301047,267,-0.673325808595843,0.267,999
"na5_02",15,2.24737456242707,5.39654123201381,7.33860426508276,514,-0.429123380391357,0.514,999
"na6_02",18,4.80113636363636,4.67548798798799,3.99405006981814,668,0.0314588884595772,0.668,999
"na7_02",15,6.69849246231156,6.06849311623181,7.40372183448951,730,0.085092249568988,0.73,999
"na8_02",15,7.90769230769231,5.72144452144452,5.20954777948392,778,0.419661720899768,0.778,999
"na9_02",12,1.78494623655914,7.67387817925452,8.36718634973398,234,-0.703812691214008,0.234,999
"na10_02",11,7.51485148514851,8.43007363799443,6.90762381781726,581,-0.132494498395415,0.581,999
"fr1_03",14,4.53846153846154,6.00826467493134,3.03321865920658,375,-0.484568803507978,0.375,999
"fr2_03",18,2.11578947368421,4.52411358727148,2.84765519041924,189,-0.845721814105137,0.189,999
"fr3_03",12,4,7.17494994994995,3.35277641916835,169,-0.946961429279405,0.169,999
"fr4_03",20,2.44444444444444,3.85187038890743,2.11829497294011,277,-0.664414523209453,0.277,999
"fr5_03",14,4.7578947368421,6.16860017912649,3.73832422332253,428.5,-0.377363053071569,0.4285,999
"fr6_03",20,3.91428571428571,3.74993088326422,2.7888047205204,681.5,0.0589337897387194,0.6815,999
"fr7_03",21,2.95833333333333,3.65441830719609,2.26854984540539,462.5,-0.306841383834949,0.4625,999
"fr8_03",22,4.60655737704918,3.47883949523294,1.57625995337675,790.5,0.715439023493796,0.7905,999
"fr9_03",20,5.08910891089109,3.93914706785994,2.5770792460382,765.5,0.446226806877984,0.7655,999
"fr10_03",9,1.57142857142857,9.64716502216502,5.64468778120214,29,-1.43067903199716,0.029,999
"fo1_03",23,3.01333333333333,3.32387053720387,1.54245850344083,467,-0.201326131742156,0.467,999
"fo2_03",19,13.2135922330097,4.12661204894215,2.39360153859139,997,3.79636294410772,0.997,999
"fo3_03",24,1.05769230769231,3.11375798875799,1.92686112208337,65,-1.06705442208654,0.065,999
"fo4_03",16,50.1906300484653,5.24547649426486,7.92520117546288,994,5.67116878917277,0.994,999
"fo5_03",24,2.7752808988764,3.13396542610026,1.54408169513613,477.5,-0.232296340506925,0.4775,999
"fo6_03",26,1.36842105263158,2.89336705126179,1.19313568555821,73,-1.27809939564146,0.073,999
"fo7_03",26,3.38888888888889,2.8944639083528,1.54740235196671,703,0.319519341500088,0.703,999
"fo8_03",20,2.68181818181818,4.04745654745655,1.84131927198541,229,-0.741662994797127,0.229,999
"fo9_03",27,10.5631067961165,2.68201210919658,1.85913004080719,994,4.23913040719742,0.994,999
"fo10_03",15,10.6615384615385,5.7022715022715,2.80734066449372,939,1.766535505288,0.939,999
"bc1_03",26,7.36241610738255,2.8361112790643,2.38201669388169,933,1.90019861739183,0.933,999
"bc2_03",24,4.34523809523809,3.38614805281472,2.82126031282857,739.5,0.339950921246895,0.7395,999
"bc3_03",14,5.15755627009646,6.06413487442426,7.84735922486509,685,-0.11552658395645,0.685,999
"bc4_03",14,3.15555555555556,6.16318540762985,2.70643080000555,132,-1.11129013609664,0.132,999
"bc5_03",26,3.59701492537313,2.8082111962709,1.14177051553007,785,0.690860132025769,0.785,999
"bc6_03",31,1.76041666666667,2.42139014014014,2.12996564246717,495.5,-0.310321190302327,0.4955,999
"bc7_03",20,5.03157894736842,3.81253885464412,1.92465176376348,772.5,0.633382160698299,0.7725,999
"bc8_03",18,4.47058823529412,4.38227933816169,2.30954267979243,592.5,0.0382365296407353,0.5925,999
"bc9_03",24,5.64444444444444,3.1436325214103,1.66628584922948,911,1.50083007917913,0.911,999
"bc10_03",14,23.9411764705882,6.34145910616499,3.95990522232561,996,4.44447944491134,0.996,999
"na1_03",22,1.98412698412698,3.37398509620732,1.97903442111582,267,-0.702291024982125,0.267,999
"na2_03",23,2.95744680851064,3.37058334930675,2.15509690547692,535,-0.191702071376084,0.535,999
"na3_03",22,4.83157894736842,3.62250671724356,2.51991077404402,759.5,0.479807556116167,0.7595,999
"na4_03",18,9.4,4.45128461795129,2.5826810360699,945,1.91611558412929,0.945,999
"na5_03",24,5.12048192771084,3.19633488910597,2.90679017147048,852,0.66194906584244,0.852,999
"na6_03",20,3.88095238095238,4.06960531960532,3.22133446108595,636.5,-0.0585635986985781,0.6365,999
"na7_03",25,4.46341463414634,3.14372909494861,2.21498473380338,809,0.59579893218121,0.809,999
"na8_03",25,1.82677165354331,2.95957374697532,1.75615793219866,248.5,-0.645045683342261,0.2485,999
"na9_03",22,1.40506329113924,3.50670924088646,2.35258798381013,121,-0.89333362416631,0.121,999
"na10_03",19,5.30588235294118,4.20845551433787,2.57025097819316,755.5,0.426972637269369,0.7555,999
